date,sla,ugosa,vgosa,err_ugosa,err_vgosa,adt,ugos,vgos
19930416,-0.068,-0.0864,0.0092,0.0333,0.0363,0.26230000000000003,-0.0785,-0.0067
19930417,-0.0669,-0.09860000000000001,0.0131,0.0339,0.036500000000000005,0.26330000000000003,-0.0907,-0.0028
19930418,-0.0653,-0.1004,0.0071,0.0344,0.0369,0.2649,-0.09240000000000001,-0.0088
19930419,-0.0644,-0.1063,0.0054,0.0349,0.0368,0.2659,-0.0984,-0.0105
19930420,-0.0654,-0.093,0.0095,0.035300000000000005,0.037000000000000005,0.2649,-0.08510000000000001,-0.0064
19930421,-0.06520000000000001,-0.098,0.0148,0.0357,0.0374,0.265,-0.09000000000000001,-0.0011
19930422,-0.0609,-0.09090000000000001,0.0167,0.0358,0.0376,0.26940000000000003,-0.083,0.0008
19930423,-0.0611,-0.0941,-0.0032,0.036000000000000004,0.0376,0.2692,-0.0862,-0.019100000000000002
19930424,-0.0604,-0.0771,0.006900000000000001,0.036000000000000004,0.037700000000000004,0.26990000000000003,-0.0692,-0.009000000000000001
19930425,-0.059800000000000006,-0.0579,-0.0086,0.036000000000000004,0.0378,0.2705,-0.0499,-0.0245
19930426,-0.061500000000000006,-0.0499,-0.0091,0.0359,0.038,0.26880000000000004,-0.042,-0.025
19930427,-0.0614,-0.018000000000000002,-0.017400000000000002,0.0358,0.0385,0.26890000000000003,-0.010100000000000001,-0.0333
19930428,-0.059500000000000004,-0.003,-0.0078000000000000005,0.0356,0.0381,0.2707,0.0049,-0.023700000000000002
19930429,-0.057300000000000004,0.0206,-0.006200000000000001,0.0354,0.038400000000000004,0.273,0.0285,-0.0221
19930430,-0.057600000000000005,0.0398,-0.041600000000000005,0.035300000000000005,0.0391,0.2727,0.0477,-0.0575
19930501,-0.0562,0.0431,-0.0631,0.0346,0.039400000000000004,0.2741,0.0511,-0.079
19930502,-0.0565,0.0539,-0.061700000000000005,0.0339,0.0397,0.2738,0.0618,-0.0776
19930503,-0.056600000000000004,0.0673,-0.0698,0.0332,0.039900000000000005,0.2737,0.0752,-0.0857
19930504,-0.058600000000000006,0.0762,-0.0625,0.0325,0.0407,0.2717,0.08410000000000001,-0.0784
19930505,-0.059300000000000005,0.0898,-0.049100000000000005,0.0317,0.0412,0.271,0.0978,-0.065
19930506,-0.0589,0.0848,-0.045000000000000005,0.031100000000000003,0.041800000000000004,0.2713,0.09280000000000001,-0.0609
19930507,-0.059300000000000005,0.0776,-0.0601,0.0307,0.0422,0.271,0.0855,-0.076
19930508,-0.0574,0.0975,-0.046200000000000005,0.0302,0.0415,0.27290000000000003,0.10540000000000001,-0.0621
19930509,-0.0575,0.0814,-0.0388,0.028900000000000002,0.0413,0.2728,0.0893,-0.054700000000000006
19930510,-0.058800000000000005,0.0918,-0.0287,0.0285,0.0413,0.2715,0.09970000000000001,-0.0446
19930511,-0.059000000000000004,0.0964,-0.025900000000000003,0.0284,0.0407,0.2713,0.1044,-0.041800000000000004
19930512,-0.057300000000000004,0.095,-0.029300000000000003,0.0284,0.0402,0.273,0.1029,-0.045200000000000004
19930513,-0.056,0.09770000000000001,-0.0356,0.0285,0.0395,0.2742,0.1056,-0.051500000000000004
19930514,-0.0558,0.1003,-0.031100000000000003,0.028800000000000003,0.0388,0.27440000000000003,0.1082,-0.047
19930515,-0.0536,0.0989,-0.030600000000000002,0.029400000000000003,0.0383,0.2766,0.10690000000000001,-0.0465
19930516,-0.0516,0.0907,-0.0228,0.030000000000000002,0.0378,0.2787,0.09860000000000001,-0.038700000000000005
19930517,-0.050300000000000004,0.1062,-0.0145,0.0307,0.0374,0.28,0.11410000000000001,-0.0304
19930518,-0.0488,0.10940000000000001,-0.0111,0.031400000000000004,0.037200000000000004,0.28150000000000003,0.1173,-0.027100000000000003
19930519,-0.047400000000000005,0.094,-0.012,0.0322,0.0368,0.28290000000000004,0.1019,-0.0279
19930520,-0.0409,0.08950000000000001,-0.013800000000000002,0.0327,0.0364,0.2893,0.0974,-0.0297
19930521,-0.0408,0.0946,0.0057,0.0333,0.0363,0.28950000000000004,0.10260000000000001,-0.0102
19930522,-0.0376,0.0983,-0.0032,0.0339,0.0367,0.2926,0.1063,-0.019100000000000002
19930523,-0.0363,0.1131,0.010700000000000001,0.0344,0.0369,0.2939,0.12100000000000001,-0.005200000000000001
19930524,-0.0352,0.09910000000000001,0.024300000000000002,0.0349,0.0369,0.29510000000000003,0.10700000000000001,0.008400000000000001
19930525,-0.0316,0.11170000000000001,0.038400000000000004,0.0352,0.037000000000000005,0.2987,0.11960000000000001,0.022500000000000003
19930526,-0.0298,0.1037,0.0398,0.0357,0.0374,0.3005,0.1116,0.0239
19930527,-0.0273,0.0998,0.012100000000000001,0.0359,0.0379,0.303,0.1077,-0.0038
19930528,-0.021,0.1014,0.0195,0.0359,0.0374,0.3093,0.10930000000000001,0.0036000000000000003
19930529,-0.0173,0.0787,0.0253,0.0361,0.0376,0.313,0.08660000000000001,0.0094
19930530,-0.014400000000000001,0.0882,0.0342,0.0361,0.0378,0.3159,0.0961,0.0183
19930531,-0.0118,0.0891,0.035,0.0359,0.0378,0.3185,0.097,0.019100000000000002
19930601,-0.009300000000000001,0.0872,0.0241,0.0356,0.0379,0.321,0.0951,0.0082
19930602,-0.006,0.08650000000000001,0.032600000000000004,0.035300000000000005,0.0379,0.32430000000000003,0.0944,0.0167
19930603,-0.0038,0.0825,0.0342,0.035,0.038,0.3265,0.09040000000000001,0.0183
19930604,-0.0008,0.0648,0.025900000000000003,0.0346,0.0381,0.3294,0.0727,0.01
19930605,-0.0004,0.07690000000000001,0.023100000000000002,0.0341,0.0388,0.32980000000000004,0.0849,0.007200000000000001
19930606,0.0026000000000000003,0.0781,0.0145,0.0335,0.0392,0.33290000000000003,0.08610000000000001,-0.0014
19930607,0.0046,0.0756,0.004,0.032600000000000004,0.039,0.33490000000000003,0.0835,-0.0119
19930608,0.0056,0.0697,0.00030000000000000003,0.0322,0.0395,0.33590000000000003,0.0776,-0.015600000000000001
19930609,0.0095,0.054700000000000006,-0.0379,0.0315,0.0405,0.3398,0.0626,-0.0539
19930610,0.0097,0.051500000000000004,-0.0253,0.0308,0.0405,0.34,0.059500000000000004,-0.0412
19930611,0.0094,0.0519,-0.0165,0.030100000000000002,0.0407,0.3397,0.0599,-0.0324
19930612,0.0086,0.0432,-0.0352,0.0297,0.0409,0.33890000000000003,0.0512,-0.0511
19930613,0.011000000000000001,0.0274,-0.0273,0.0287,0.0407,0.3413,0.035300000000000005,-0.0432
19930614,0.0111,0.019200000000000002,-0.0318,0.028300000000000002,0.0403,0.3413,0.027200000000000002,-0.0477
19930615,0.0112,0.021400000000000002,-0.016300000000000002,0.0284,0.04,0.34140000000000004,0.029300000000000003,-0.0322
19930616,0.014700000000000001,0.0063,-0.0357,0.028300000000000002,0.0397,0.34500000000000003,0.0142,-0.0516
19930617,0.0149,0.0056,-0.045200000000000004,0.0284,0.0392,0.3452,0.013600000000000001,-0.0611
19930618,0.0142,0.0094,-0.0298,0.028800000000000003,0.0388,0.34450000000000003,0.0173,-0.0458
19930619,0.0142,0.002,-0.0239,0.029400000000000003,0.038400000000000004,0.34450000000000003,0.0099,-0.0398
19930620,0.0159,-0.0154,-0.040600000000000004,0.030100000000000002,0.0379,0.3462,-0.007500000000000001,-0.0565
19930621,0.016800000000000002,-0.0109,-0.0256,0.0308,0.0373,0.34700000000000003,-0.003,-0.0415
19930622,0.016,-0.024,-0.0383,0.0315,0.0369,0.3463,-0.016,-0.054200000000000005
19930623,0.0155,-0.027600000000000003,-0.0448,0.0322,0.0366,0.3458,-0.0196,-0.060700000000000004
19930624,0.015700000000000002,-0.0307,-0.0565,0.0327,0.0362,0.34590000000000004,-0.0228,-0.0724
19930625,0.0161,-0.028,-0.041100000000000005,0.0333,0.0364,0.34640000000000004,-0.02,-0.057
19930626,0.015600000000000001,-0.0335,-0.060700000000000004,0.0339,0.0366,0.34590000000000004,-0.0256,-0.0766
19930627,0.0151,-0.0437,-0.06380000000000001,0.034300000000000004,0.0368,0.3453,-0.0358,-0.07970000000000001
19930628,0.0164,-0.0269,-0.0567,0.034800000000000005,0.0369,0.3467,-0.019,-0.0726
19930629,0.0172,-0.017,-0.0614,0.0352,0.037000000000000005,0.34740000000000004,-0.009000000000000001,-0.07730000000000001
19930630,0.0167,-0.027,-0.0609,0.0356,0.0373,0.34700000000000003,-0.019100000000000002,-0.07680000000000001
19930701,0.0158,-0.0201,-0.059000000000000004,0.0358,0.0375,0.3461,-0.0122,-0.07490000000000001
19930702,0.0146,-0.0154,-0.0507,0.0359,0.0375,0.34490000000000004,-0.0074,-0.06670000000000001
19930703,0.0143,-0.007200000000000001,-0.054400000000000004,0.036000000000000004,0.0376,0.34450000000000003,0.0007,-0.0703
19930704,0.013800000000000002,-0.0013000000000000002,-0.0476,0.036000000000000004,0.0378,0.3441,0.0066,-0.0635
19930705,0.0134,0.004200000000000001,-0.028,0.0359,0.0381,0.3437,0.012100000000000001,-0.0439
19930706,0.0172,0.007500000000000001,-0.0291,0.0358,0.0379,0.34750000000000003,0.0154,-0.045000000000000005
19930707,0.0178,0.012400000000000001,-0.0204,0.0352,0.037700000000000004,0.3481,0.0204,-0.0363
19930708,0.0172,0.018600000000000002,-0.013800000000000002,0.0351,0.0383,0.34750000000000003,0.026500000000000003,-0.0297
19930709,0.017400000000000002,0.021400000000000002,-0.0017000000000000001,0.034800000000000005,0.038200000000000005,0.3476,0.029300000000000003,-0.0176
19930710,0.0172,0.021,0.0027,0.034,0.038700000000000005,0.34750000000000003,0.028900000000000002,-0.0132
19930711,0.0193,0.0207,0.0009000000000000001,0.0334,0.039,0.34950000000000003,0.0286,-0.015000000000000001
19930712,0.019200000000000002,0.0015,-0.0076,0.032600000000000004,0.0392,0.34940000000000004,0.0095,-0.0235
19930713,0.0177,0.021500000000000002,-0.005200000000000001,0.031900000000000005,0.0396,0.34790000000000004,0.029400000000000003,-0.0212
19930714,0.0183,0.0374,-0.013000000000000001,0.031200000000000002,0.0402,0.3486,0.0454,-0.028900000000000002
19930715,0.0176,0.0393,0.0038,0.030600000000000002,0.0407,0.34790000000000004,0.0473,-0.012100000000000001
19930716,0.017400000000000002,0.0337,-0.0021000000000000003,0.0303,0.0407,0.3477,0.041600000000000005,-0.018000000000000002
19930717,0.0177,0.0413,0.0037,0.0297,0.0408,0.34790000000000004,0.0492,-0.0122
19930718,0.018500000000000003,0.025500000000000002,-0.0028,0.028800000000000003,0.041100000000000005,0.3488,0.0335,-0.0187
19930719,0.019700000000000002,0.0158,-0.0079,0.0284,0.040600000000000004,0.34990000000000004,0.023700000000000002,-0.0238
19930720,0.02,-0.0008,-0.013000000000000001,0.0284,0.0402,0.3503,0.0071,-0.028900000000000002
19930721,0.0188,0.0014,-0.009000000000000001,0.0284,0.0396,0.3491,0.0094,-0.024900000000000002
19930722,0.0182,0.0105,-0.0067,0.0284,0.0392,0.34850000000000003,0.0184,-0.022600000000000002
19930723,0.016800000000000002,0.020300000000000002,-0.0108,0.028800000000000003,0.0386,0.3471,0.028200000000000003,-0.0267
19930724,0.018000000000000002,0.0059,-0.0022,0.029400000000000003,0.038200000000000005,0.3482,0.013800000000000002,-0.0181
19930725,0.0181,0.0045000000000000005,0.0071,0.030000000000000002,0.0378,0.3483,0.012400000000000001,-0.0088
19930726,0.0205,0.013800000000000002,0.020300000000000002,0.0307,0.0375,0.3508,0.0218,0.0044
19930727,0.0193,0.0105,0.0111,0.0315,0.037000000000000005,0.34950000000000003,0.0184,-0.0048000000000000004
19930728,0.0172,-0.0049,0.0246,0.0322,0.0369,0.34750000000000003,0.003,0.008700000000000001
19930729,0.0161,0.0007,0.030500000000000003,0.0327,0.0364,0.34640000000000004,0.008700000000000001,0.0146
19930730,0.015300000000000001,0.0021000000000000003,0.041600000000000005,0.0334,0.0363,0.3456,0.01,0.0257
19930731,0.0152,-0.0029000000000000002,0.0567,0.0339,0.036500000000000005,0.34550000000000003,0.0051,0.0408
19930801,0.0151,-0.0125,0.0597,0.0344,0.0369,0.34540000000000004,-0.0045000000000000005,0.0438
19930802,0.0166,-0.0162,0.057300000000000004,0.034800000000000005,0.0369,0.34690000000000004,-0.0083,0.0414
19930803,0.0181,-0.0175,0.051500000000000004,0.035300000000000005,0.037000000000000005,0.34840000000000004,-0.009600000000000001,0.0356
19930804,0.0194,-0.0182,0.0495,0.0357,0.0375,0.3497,-0.0103,0.033600000000000005
19930805,0.0211,-0.0258,0.0609,0.0359,0.037700000000000004,0.3514,-0.0178,0.045000000000000005
19930806,0.023700000000000002,-0.0223,0.0702,0.0361,0.0375,0.35400000000000004,-0.014400000000000001,0.0543
19930807,0.0241,-0.024300000000000002,0.0609,0.036500000000000005,0.038,0.3544,-0.0164,0.045000000000000005
19930808,0.024900000000000002,-0.0252,0.048400000000000006,0.0366,0.038,0.3551,-0.0173,0.0325
19930809,0.0253,-0.0344,0.051800000000000006,0.036500000000000005,0.038,0.3556,-0.026500000000000003,0.0359
19930810,0.0257,-0.025500000000000002,0.0618,0.0366,0.0383,0.35600000000000004,-0.0176,0.0459
19930811,0.0261,-0.030600000000000002,0.054900000000000004,0.0366,0.0385,0.3564,-0.0227,0.039
19930812,0.0274,-0.0325,0.0558,0.0367,0.038700000000000005,0.35760000000000003,-0.0246,0.039900000000000005
19930813,0.0291,-0.040100000000000004,0.0442,0.0366,0.0391,0.3593,-0.032100000000000004,0.028300000000000002
19930814,0.028900000000000002,-0.04,0.044500000000000005,0.0366,0.0402,0.3592,-0.032,0.0286
19930815,0.0303,-0.0369,0.0448,0.0363,0.0403,0.36050000000000004,-0.028900000000000002,0.028900000000000002
19930816,0.0316,-0.0352,0.029400000000000003,0.0358,0.0405,0.3619,-0.0273,0.0135
19930817,0.0309,-0.019200000000000002,0.0164,0.036000000000000004,0.0419,0.3612,-0.0112,0.0005
19930818,0.032,-0.024800000000000003,0.0298,0.0354,0.042300000000000004,0.3622,-0.016900000000000002,0.013900000000000001
19930819,0.0291,-0.0173,0.0441,0.034800000000000005,0.042800000000000005,0.3594,-0.0094,0.028200000000000003
19930820,0.0281,-0.0049,0.049,0.0344,0.043000000000000003,0.3583,0.0031000000000000003,0.033100000000000004
19930821,0.027200000000000002,0.0004,0.0531,0.0341,0.0436,0.35750000000000004,0.0083,0.037200000000000004
19930822,0.027700000000000002,-0.0046,0.0551,0.0329,0.043500000000000004,0.35800000000000004,0.0033,0.0392
19930823,0.0279,-0.0027,0.0511,0.032100000000000004,0.0431,0.3582,0.005200000000000001,0.0352
19930824,0.0292,0.0026000000000000003,0.0604,0.031900000000000005,0.042800000000000005,0.35950000000000004,0.0105,0.044500000000000005
19930825,0.0313,0.0076,0.057600000000000005,0.0313,0.0422,0.36150000000000004,0.015600000000000001,0.0417
19930826,0.0327,0.010700000000000001,0.057,0.031,0.0417,0.36300000000000004,0.0187,0.041100000000000005
19930827,0.0318,0.0155,0.0512,0.031100000000000003,0.041600000000000005,0.36210000000000003,0.0234,0.035300000000000005
19930828,0.032600000000000004,0.0145,0.055600000000000004,0.031100000000000003,0.0407,0.3629,0.022500000000000003,0.0397
19930829,0.0339,0.012,0.0439,0.0313,0.039900000000000005,0.3642,0.02,0.028
19930830,0.0364,0.011000000000000001,0.054900000000000004,0.0317,0.0391,0.36660000000000004,0.0189,0.039
19930831,0.0366,0.0114,0.0476,0.032100000000000004,0.038400000000000004,0.3669,0.0193,0.0317
19930901,0.037000000000000005,0.0129,0.0415,0.032600000000000004,0.0379,0.3673,0.020900000000000002,0.0256
19930902,0.0391,0.0134,0.0236,0.033,0.0371,0.3694,0.0213,0.0077
19930903,0.0396,0.022600000000000002,0.017,0.0335,0.037000000000000005,0.3699,0.030500000000000003,0.0011
19930904,0.039400000000000004,0.034800000000000005,0.0095,0.034,0.0368,0.36970000000000003,0.0427,-0.0064
